Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S3867,Emma,Smith,student2867@university.com,Male,21,Business,90.26,43.39,51.84,87.55,65.43,2.66,73.99,90.14,F,12.0,Yes,No,High School,Medium,9,6.3
S3868,Maria,Brown,student2868@university.com,Male,19,Engineering,82.66,76.55,84.21,85.85,71.66,4.57,84.99,77.25,F,21.4,Yes,Yes,None,High,10,5.9
S3869,Omar,Davis,student2869@university.com,Male,22,Business,71.84,73.24,83.73,98.24,62.53,7.88,59.7,59.88,A,9.8,Yes,No,High School,High,1,5.6
S3870,Liam,Johnson,student2870@university.com,Male,23,Mathematics,82.61,79.32,40.51,93.18,98.27,8.54,74.41,97.48,F,20.7,No,No,High School,Medium,4,5.7
S3871,Emma,Johnson,student2871@university.com,Male,20,Engineering,52.64,93.73,53.24,90.77,65.29,4.13,65.62,97.4,D,26.0,Yes,No,None,High,9,7.3
S3872,Ahmed,Johnson,student2872@university.com,Female,20,Business,59.01,91.02,69.51,54.32,82.66,7.96,58.21,68.35,F,18.5,No,No,PhD,High,4,6.7
S3873,Maria,Johnson,student2873@university.com,Male,20,Business,81.35,98.84,65.2,61.95,56.87,9.93,80.51,53.2,A,16.8,Yes,Yes,None,High,10,6.3
S3874,Liam,Jones,student2874@university.com,Female,24,Engineering,82.07,98.57,95.11,77.84,91.22,7.17,78.79,81.54,D,29.8,No,Yes,Bachelor's,High,1,6.2
S3875,Sara,Johnson,student2875@university.com,Male,23,Business,88.71,86.34,61.58,85.48,77.13,7.29,88.06,65.86,C,5.6,Yes,Yes,Master's,Medium,5,4.7
S3876,Sara,Brown,student2876@university.com,Male,18,Mathematics,70.15,97.39,96.22,65.16,98.97,9.1,93.65,53.32,B,13.3,No,Yes,Master's,High,6,8.1
S3877,Maria,Jones,student2877@university.com,Female,23,CS,86.13,92.04,67.57,54.67,71.17,3.38,61.02,94.59,C,28.0,No,Yes,PhD,High,1,8.6
S3878,Omar,Johnson,student2878@university.com,Male,18,Mathematics,84.2,83.65,97.86,65.55,59.77,0.11,88.99,99.91,A,21.1,Yes,Yes,PhD,Low,8,8.0
S3879,Liam,Smith,student2879@university.com,Male,20,Business,98.17,44.52,84.24,88.55,67.3,9.87,68.37,67.52,D,18.6,Yes,No,PhD,High,1,6.3
S3880,Sara,Williams,student2880@university.com,Male,21,CS,60.76,42.94,89.76,93.87,86.85,4.9,81.44,87.24,C,20.9,Yes,No,None,Medium,6,8.9
S3881,Ahmed,Williams,student2881@university.com,Male,21,Engineering,77.58,90.26,46.29,95.65,82.96,7.86,92.51,53.29,A,13.0,Yes,Yes,None,Low,9,7.1
S3882,Ali,Williams,student2882@university.com,Female,18,Mathematics,80.09,69.38,75.17,68.94,88.92,8.12,62.81,68.49,C,6.8,Yes,Yes,None,High,3,7.9
S3883,Omar,Jones,student2883@university.com,Male,20,Engineering,99.93,88.88,48.56,68.63,53.67,3.98,80.05,55.44,B,11.9,No,Yes,High School,Low,5,7.7
S3884,Liam,Johnson,student2884@university.com,Male,23,CS,60.06,58.78,57.86,70.34,79.02,5.41,74.02,52.77,C,13.4,No,No,None,Low,1,7.5
S3885,Ahmed,Davis,student2885@university.com,Female,21,Business,76.16,63.86,77.41,68.79,96.61,5.4,89.53,79.44,C,17.0,No,Yes,Master's,Medium,1,7.2
S3886,Liam,Davis,student2886@university.com,Female,18,CS,67.31,82.01,83.57,83.31,55.4,2.2,84.86,90.1,C,14.8,No,Yes,Master's,Medium,2,5.1
S3887,Emma,Davis,student2887@university.com,Male,23,CS,76.29,94.92,42.35,67.92,54.72,1.18,88.48,72.65,A,18.0,Yes,Yes,High School,High,6,5.5
S3888,Ahmed,Jones,student2888@university.com,Male,20,Engineering,61.61,45.27,71.86,51.02,85.83,5.44,64.4,76.21,D,9.9,Yes,Yes,None,Low,7,8.4
S3889,Omar,Brown,student2889@university.com,Female,19,Mathematics,52.38,91.69,73.92,71.95,65.76,1.2,85.22,63.54,F,9.6,Yes,Yes,None,Low,5,4.9
S3890,Emma,Smith,student2890@university.com,Male,20,CS,78.63,87.58,44.73,61.21,82.93,3.46,80.29,86.82,A,13.8,Yes,Yes,Bachelor's,Low,1,4.8
S3891,Omar,Smith,student2891@university.com,Female,24,Business,66.79,58.93,70.04,51.44,77.27,1.86,72.83,68.05,F,16.8,Yes,Yes,Bachelor's,Medium,1,5.4
S3892,Sara,Williams,student2892@university.com,Male,20,CS,59.1,61.31,82.83,73.54,99.3,7.07,68.92,53.37,F,13.5,No,No,Master's,Medium,1,5.8
S3893,Ali,Williams,student2893@university.com,Female,23,Engineering,66.2,42.79,43.19,60.3,94.45,8.72,66.58,58.28,C,19.4,Yes,Yes,PhD,Medium,3,6.8
S3894,Omar,Davis,student2894@university.com,Female,23,Mathematics,52.46,40.94,85.62,72.64,83.9,5.78,50.48,56.42,B,12.8,No,No,Master's,Medium,4,7.0
S3895,Omar,Davis,student2895@university.com,Female,22,Business,97.52,68.62,74.59,63.89,63.08,4.1,58.48,71.79,F,9.4,No,Yes,High School,High,8,8.0
S3896,Sara,Williams,student2896@university.com,Male,22,Engineering,79.06,45.73,89.99,80.19,63.1,9.97,52.95,53.26,F,26.6,Yes,Yes,None,High,9,4.4
S3897,John,Johnson,student2897@university.com,Male,23,CS,90.74,51.64,53.08,99.54,94.11,0.21,92.42,90.32,C,10.0,Yes,No,Bachelor's,Low,5,5.0
S3898,Sara,Brown,student2898@university.com,Male,23,CS,71.16,90.81,90.0,77.36,79.27,3.04,93.0,95.4,B,29.2,No,No,Master's,High,4,6.5
S3899,Emma,Brown,student2899@university.com,Male,19,Mathematics,95.17,74.26,45.67,82.34,89.46,2.79,92.31,62.42,C,29.7,No,Yes,High School,Low,10,5.3
S3900,Sara,Brown,student2900@university.com,Female,19,Engineering,74.17,78.02,64.23,95.96,72.49,3.56,90.9,74.28,F,22.4,No,No,PhD,Low,9,8.4
S3901,Sara,Brown,student2901@university.com,Female,20,Engineering,78.7,51.25,51.97,68.7,55.15,2.31,61.07,75.95,A,17.6,Yes,No,Master's,Medium,6,7.2
S3902,Ali,Williams,student2902@university.com,Female,24,Mathematics,74.59,89.72,92.56,58.33,66.63,2.64,74.59,99.25,F,24.9,Yes,Yes,None,Medium,3,6.5
S3903,Sara,Smith,student2903@university.com,Male,21,Business,86.66,92.08,82.3,64.14,58.06,2.58,95.39,53.28,A,26.8,Yes,No,None,High,7,4.0
S3904,Liam,Williams,student2904@university.com,Male,24,Engineering,78.33,71.4,41.52,70.14,89.09,5.06,87.99,83.39,D,22.7,No,No,Bachelor's,High,9,8.3
S3905,Omar,Brown,student2905@university.com,Male,19,Mathematics,63.58,94.75,40.57,82.25,85.03,3.91,50.09,67.29,B,7.6,No,Yes,High School,High,10,6.3
S3906,Liam,Williams,student2906@university.com,Female,20,Engineering,57.28,90.69,57.47,50.23,54.42,6.39,72.97,75.09,D,5.1,No,Yes,PhD,Low,2,6.7
S3907,Ali,Brown,student2907@university.com,Male,24,Mathematics,80.31,83.88,48.6,92.67,81.07,5.14,50.53,60.85,C,9.8,Yes,Yes,PhD,Low,9,7.5
S3908,Maria,Jones,student2908@university.com,Male,18,CS,74.46,84.04,77.82,53.8,93.71,1.83,64.03,58.01,F,9.7,No,No,High School,Medium,2,8.7
S3909,John,Davis,student2909@university.com,Female,22,CS,54.8,46.32,79.83,95.03,84.87,8.1,71.79,62.18,D,9.6,Yes,Yes,Bachelor's,High,5,4.8
S3910,Liam,Smith,student2910@university.com,Female,24,Engineering,69.78,56.25,96.52,97.47,75.56,4.72,94.64,53.56,B,17.7,Yes,Yes,None,Medium,1,4.4
S3911,Ali,Jones,student2911@university.com,Male,21,Engineering,75.74,44.01,97.12,99.51,65.59,1.53,82.72,63.9,A,18.0,Yes,No,PhD,High,2,4.6
S3912,Emma,Johnson,student2912@university.com,Female,20,CS,91.34,40.52,79.53,90.48,94.35,1.67,68.12,84.52,A,23.1,Yes,Yes,High School,High,7,7.7
S3913,Maria,Williams,student2913@university.com,Male,24,Business,53.81,49.5,40.34,57.09,71.14,7.97,74.53,82.57,C,10.0,Yes,No,Bachelor's,Medium,4,4.6
S3914,Ali,Johnson,student2914@university.com,Female,23,Mathematics,67.42,92.83,61.54,85.31,92.77,7.03,90.87,77.72,C,7.3,No,No,None,Low,7,6.5
S3915,Ali,Williams,student2915@university.com,Female,18,Business,91.13,54.39,70.79,60.17,89.15,5.07,64.98,50.02,F,21.7,Yes,No,High School,High,4,7.5
S3916,John,Davis,student2916@university.com,Female,22,Business,82.42,98.21,69.95,94.86,90.81,3.06,80.75,56.29,D,17.1,Yes,No,Bachelor's,Medium,1,7.6
S3917,Omar,Jones,student2917@university.com,Male,18,Business,64.5,75.84,76.2,65.83,99.49,4.61,63.11,92.14,F,21.7,No,No,Master's,High,6,6.0
S3918,Liam,Davis,student2918@university.com,Male,20,CS,92.27,54.24,97.63,66.34,87.44,6.36,74.0,63.59,A,14.5,No,No,High School,Low,9,7.5
S3919,Emma,Brown,student2919@university.com,Male,19,Engineering,74.66,69.83,93.11,95.88,51.7,8.79,51.23,95.61,A,23.8,No,No,PhD,Medium,6,8.8
S3920,Ahmed,Davis,student2920@university.com,Female,22,Business,74.92,53.15,46.53,50.66,60.27,5.56,92.61,93.73,D,22.1,Yes,Yes,High School,Low,7,4.1
S3921,Liam,Davis,student2921@university.com,Female,18,CS,98.83,99.04,55.96,59.7,51.76,2.77,52.42,57.75,F,21.3,Yes,No,None,High,7,7.4
S3922,Ahmed,Brown,student2922@university.com,Female,19,Mathematics,97.36,90.84,89.99,71.1,59.5,0.43,61.22,94.91,C,5.7,Yes,Yes,High School,Low,1,6.6
S3923,Ali,Williams,student2923@university.com,Female,21,Engineering,67.93,41.57,89.46,85.04,53.07,1.75,66.68,81.39,D,26.5,No,No,None,High,2,5.1
S3924,Sara,Brown,student2924@university.com,Male,20,Mathematics,57.03,96.87,56.52,82.38,75.08,6.5,81.26,81.51,C,14.4,Yes,Yes,Bachelor's,High,1,5.5
S3925,Emma,Jones,student2925@university.com,Male,20,Business,66.28,83.26,83.84,83.47,51.41,1.6,86.0,92.63,D,8.4,No,No,Master's,High,1,8.2
S3926,Maria,Davis,student2926@university.com,Male,22,Engineering,51.52,44.94,80.32,94.0,73.63,4.82,54.02,70.25,C,23.9,No,Yes,None,Medium,8,6.9
S3927,Sara,Brown,student2927@university.com,Female,18,Business,51.04,80.24,68.41,56.05,94.94,6.99,52.17,86.76,B,17.2,Yes,Yes,Bachelor's,Low,4,4.1
S3928,Sara,Davis,student2928@university.com,Female,21,Engineering,69.78,78.82,52.09,76.11,87.43,3.08,89.95,83.39,A,5.8,No,No,Bachelor's,Low,10,8.8
S3929,Liam,Jones,student2929@university.com,Male,23,Business,97.05,53.13,93.32,86.27,97.2,6.69,85.61,88.58,D,24.5,No,Yes,Master's,Medium,8,7.3
S3930,Emma,Johnson,student2930@university.com,Female,22,Mathematics,93.57,85.51,80.67,81.81,61.33,5.81,91.58,83.01,B,15.9,Yes,No,PhD,Medium,5,6.2
S3931,Omar,Jones,student2931@university.com,Male,23,Mathematics,75.57,45.22,50.14,72.42,76.55,4.39,83.83,54.0,D,23.9,Yes,No,PhD,Low,1,7.6
S3932,Ali,Smith,student2932@university.com,Female,22,Business,78.26,69.37,82.29,50.86,65.93,8.97,87.55,64.64,A,23.9,Yes,No,High School,High,9,5.0
S3933,Ali,Smith,student2933@university.com,Female,18,Engineering,50.3,40.6,84.49,53.02,74.69,6.92,68.95,97.0,A,7.5,Yes,Yes,PhD,Low,3,5.3
S3934,Ali,Smith,student2934@university.com,Male,21,Mathematics,60.78,98.12,93.21,55.95,77.85,3.61,79.51,61.17,C,20.3,Yes,Yes,High School,High,7,4.8
S3935,Ali,Davis,student2935@university.com,Male,18,Engineering,51.24,85.09,53.37,67.16,51.81,8.04,90.27,73.61,A,14.0,Yes,No,None,High,7,6.0
S3936,Liam,Williams,student2936@university.com,Female,20,Engineering,87.73,49.53,99.33,55.88,61.66,7.38,58.61,67.85,A,18.7,Yes,Yes,None,Low,10,8.5
S3937,Ahmed,Williams,student2937@university.com,Male,23,Mathematics,57.28,60.5,49.2,71.3,85.24,7.92,71.14,54.31,A,7.2,No,No,High School,Medium,10,5.9
S3938,Ali,Williams,student2938@university.com,Male,19,CS,93.45,49.63,76.04,58.93,88.65,6.41,87.02,59.06,F,19.7,No,Yes,Master's,Medium,4,5.4
S3939,Ahmed,Davis,student2939@university.com,Female,24,CS,82.17,86.0,79.43,88.96,78.47,3.79,76.63,64.33,F,24.4,No,No,Master's,High,8,7.5
S3940,Ahmed,Jones,student2940@university.com,Female,20,Engineering,61.47,43.53,65.14,93.57,63.54,3.49,84.08,73.17,A,29.7,Yes,No,PhD,Low,8,8.3
S3941,Omar,Williams,student2941@university.com,Female,20,Mathematics,57.89,90.42,68.5,69.48,70.25,6.54,64.64,93.73,F,13.0,Yes,No,None,Low,2,5.2
S3942,Ali,Johnson,student2942@university.com,Male,23,CS,81.38,96.53,93.45,75.57,54.8,1.31,51.62,75.78,D,8.9,No,Yes,None,Medium,8,8.0
S3943,John,Smith,student2943@university.com,Female,22,Business,95.04,80.6,78.72,97.67,97.66,8.2,51.46,82.6,B,14.1,Yes,Yes,Master's,Low,5,5.5
S3944,Maria,Jones,student2944@university.com,Female,20,Engineering,85.92,52.78,69.82,76.78,93.43,3.7,97.14,71.3,B,5.5,No,Yes,Bachelor's,Medium,2,5.2
S3945,Sara,Smith,student2945@university.com,Female,24,CS,67.43,61.61,47.7,99.75,53.28,6.3,97.23,93.5,F,15.2,Yes,No,Master's,High,6,6.4
S3946,Ahmed,Williams,student2946@university.com,Female,21,Mathematics,79.37,68.63,40.44,57.11,58.32,4.99,60.56,83.13,B,27.9,Yes,Yes,Master's,Low,8,4.3
S3947,Emma,Jones,student2947@university.com,Female,20,Mathematics,65.54,76.28,47.5,93.11,79.05,5.19,57.37,54.53,F,9.9,Yes,Yes,Bachelor's,Low,4,8.3
S3948,Emma,Brown,student2948@university.com,Male,21,Engineering,99.96,80.12,97.37,74.86,61.62,7.38,50.91,73.88,C,16.9,Yes,Yes,PhD,Medium,10,8.4
S3949,Maria,Johnson,student2949@university.com,Female,18,Mathematics,87.44,73.25,85.85,51.14,96.72,6.27,61.56,91.36,A,19.3,Yes,Yes,High School,High,9,7.4
S3950,Emma,Williams,student2950@university.com,Female,22,Business,80.72,61.08,98.03,98.61,87.78,2.5,66.72,86.68,B,9.5,No,Yes,PhD,High,8,5.5
S3951,John,Williams,student2951@university.com,Male,21,Business,71.16,93.46,42.14,98.25,63.66,0.74,62.06,95.27,A,13.3,No,No,Bachelor's,Medium,7,4.8
S3952,Emma,Johnson,student2952@university.com,Female,20,CS,80.91,44.88,80.81,69.16,50.31,8.4,89.87,61.38,B,27.8,No,Yes,Bachelor's,High,7,7.5
S3953,Sara,Johnson,student2953@university.com,Female,22,Mathematics,67.08,67.98,42.66,97.71,89.97,8.85,87.47,98.86,D,12.4,No,Yes,PhD,Low,8,4.5
S3954,Sara,Brown,student2954@university.com,Male,24,Business,51.44,86.53,86.92,57.05,71.2,1.64,54.05,64.25,D,20.9,No,No,High School,Low,7,6.1
S3955,Ahmed,Williams,student2955@university.com,Female,22,Engineering,69.75,43.65,62.86,84.01,82.12,3.09,84.87,52.51,F,8.4,No,No,PhD,Medium,1,4.4
S3956,Ali,Davis,student2956@university.com,Male,21,Mathematics,96.52,82.32,45.75,59.6,64.35,2.82,76.03,74.78,A,21.7,Yes,No,None,High,5,6.1
S3957,Omar,Williams,student2957@university.com,Female,21,CS,81.32,89.18,74.08,62.33,57.14,9.37,56.61,55.52,F,12.0,Yes,Yes,None,High,2,4.7
S3958,John,Smith,student2958@university.com,Male,19,Engineering,54.2,79.65,56.81,88.97,83.77,2.05,86.98,84.07,C,10.8,Yes,No,None,Low,5,4.2
S3959,Ahmed,Jones,student2959@university.com,Male,19,Engineering,94.25,40.78,79.57,68.87,72.52,1.67,54.3,95.03,F,8.1,Yes,Yes,High School,Medium,5,6.2
S3960,John,Jones,student2960@university.com,Female,22,Engineering,63.44,50.81,79.49,50.36,61.76,1.82,58.86,96.07,F,6.2,No,No,High School,Medium,6,6.8
S3961,Ali,Smith,student2961@university.com,Male,23,Business,62.19,60.53,82.3,70.71,56.88,7.3,57.46,80.35,F,29.2,Yes,Yes,Bachelor's,Low,6,6.2
S3962,Liam,Jones,student2962@university.com,Male,23,Engineering,64.85,54.02,99.55,61.4,79.02,8.88,96.95,76.76,B,15.3,Yes,No,Master's,Low,6,4.9
S3963,Emma,Johnson,student2963@university.com,Female,19,Business,78.86,97.76,63.2,84.17,86.28,3.93,84.91,99.7,B,24.4,Yes,Yes,High School,High,7,4.4
S3964,Emma,Jones,student2964@university.com,Female,20,Engineering,77.23,79.1,67.92,59.72,64.19,1.36,70.56,78.97,C,28.0,No,No,Master's,Medium,2,4.6
S3965,Omar,Jones,student2965@university.com,Male,18,Business,74.57,57.82,88.28,92.11,86.76,5.86,91.11,96.37,A,10.1,No,No,None,Low,4,7.6
S3966,Ali,Smith,student2966@university.com,Female,22,Mathematics,85.88,95.78,74.7,63.35,59.16,2.1,60.8,95.83,D,26.7,Yes,Yes,None,Medium,5,4.1
S3967,Ahmed,Brown,student2967@university.com,Male,18,Business,65.83,84.44,42.24,69.65,66.92,0.64,96.55,64.48,A,22.7,No,Yes,Master's,Medium,10,8.3
S3968,Omar,Jones,student2968@university.com,Male,19,Business,89.1,57.08,90.58,64.9,87.24,8.86,84.85,50.69,D,19.4,No,Yes,PhD,High,7,8.2
S3969,Ali,Davis,student2969@university.com,Female,21,Mathematics,58.77,62.73,43.09,82.2,83.01,8.71,77.98,71.96,B,25.2,No,No,Bachelor's,Low,2,8.4
S3970,Maria,Jones,student2970@university.com,Female,24,Engineering,89.13,51.97,50.25,55.06,63.53,9.76,89.73,93.07,F,7.8,Yes,Yes,Bachelor's,High,8,8.4
S3971,Sara,Brown,student2971@university.com,Male,22,Mathematics,83.19,98.26,46.12,73.9,56.11,4.74,82.24,91.81,C,11.6,No,No,PhD,Low,2,7.3
S3972,Omar,Smith,student2972@university.com,Female,19,Engineering,84.16,71.04,44.68,66.72,52.12,2.94,94.36,80.18,C,8.3,Yes,Yes,Master's,Low,5,8.2
S3973,Omar,Brown,student2973@university.com,Female,20,Business,74.08,93.76,41.54,94.21,91.9,7.7,91.46,57.83,C,27.4,No,Yes,Master's,Medium,9,7.7
S3974,Ahmed,Smith,student2974@university.com,Male,24,Engineering,83.35,60.79,43.3,53.67,53.76,1.8,59.89,55.38,A,7.5,No,No,High School,Low,2,5.5
S3975,John,Johnson,student2975@university.com,Male,22,Business,53.99,91.65,66.55,91.48,55.74,2.43,61.98,97.73,B,29.5,No,Yes,None,Medium,2,7.8
S3976,Maria,Smith,student2976@university.com,Male,22,Engineering,92.58,43.23,55.17,58.38,61.89,2.56,53.25,71.07,B,7.7,Yes,No,None,Low,2,7.1
S3977,Ahmed,Johnson,student2977@university.com,Male,23,Business,52.78,98.93,47.59,54.43,72.28,9.52,61.01,82.41,F,21.5,No,Yes,Master's,Low,7,4.1
S3978,Ali,Johnson,student2978@university.com,Male,21,Business,57.44,94.72,79.52,60.12,89.49,7.3,67.17,95.29,A,21.5,Yes,Yes,High School,Medium,5,7.9
S3979,Ali,Smith,student2979@university.com,Male,22,CS,78.84,61.79,53.57,55.13,62.37,1.34,51.44,93.49,F,28.3,Yes,Yes,High School,High,9,8.4
S3980,Ali,Davis,student2980@university.com,Female,21,Engineering,86.97,86.48,41.14,76.05,77.18,0.93,65.75,78.35,D,13.1,No,No,Bachelor's,Medium,4,6.6
S3981,Liam,Williams,student2981@university.com,Male,19,Engineering,53.81,85.14,65.11,99.41,54.52,8.43,88.58,74.4,B,13.3,Yes,Yes,Bachelor's,Low,1,6.4
S3982,Ali,Smith,student2982@university.com,Female,20,CS,96.04,94.08,58.63,51.72,73.23,8.02,92.02,86.76,C,26.2,Yes,Yes,Master's,High,8,6.1
S3983,John,Jones,student2983@university.com,Female,24,Business,98.68,58.44,59.12,73.06,58.88,6.71,50.44,67.48,F,29.5,Yes,No,Bachelor's,Low,6,7.6
S3984,Maria,Davis,student2984@university.com,Male,24,Business,80.3,67.93,66.72,69.3,60.56,1.96,50.36,81.27,D,5.8,Yes,Yes,High School,High,9,5.1
S3985,Emma,Davis,student2985@university.com,Female,20,CS,74.06,91.9,80.13,66.98,68.34,4.8,57.32,51.16,C,20.9,No,Yes,PhD,High,3,7.9
S3986,Sara,Jones,student2986@university.com,Male,22,CS,87.07,86.71,76.99,66.59,88.07,6.03,93.63,91.22,C,11.1,Yes,No,None,Low,10,5.5
S3987,John,Williams,student2987@university.com,Female,22,Mathematics,66.42,63.61,96.24,94.75,87.2,9.32,73.46,99.9,F,23.2,No,No,Master's,Low,7,5.3
S3988,John,Davis,student2988@university.com,Male,19,Business,74.66,90.74,71.06,50.95,70.75,1.69,99.15,97.74,F,24.3,Yes,Yes,Bachelor's,High,1,8.0
S3989,Liam,Johnson,student2989@university.com,Male,23,Mathematics,95.81,42.82,68.35,88.75,55.93,5.15,94.37,67.99,F,24.1,Yes,No,Bachelor's,High,2,4.9
S3990,Emma,Williams,student2990@university.com,Male,23,Engineering,97.78,86.92,52.8,62.65,64.03,1.58,94.51,76.56,B,15.9,No,No,High School,Low,5,8.3
S3991,Emma,Jones,student2991@university.com,Male,23,Mathematics,96.35,52.41,85.32,69.16,75.27,4.44,56.42,61.81,A,8.9,Yes,No,Bachelor's,Low,10,8.9
S3992,Sara,Williams,student2992@university.com,Female,21,CS,63.12,57.17,48.45,71.01,93.47,2.0,73.76,65.15,F,19.6,No,Yes,None,Medium,2,5.6
S3993,Sara,Smith,student2993@university.com,Female,23,CS,61.62,69.59,69.47,65.24,98.41,8.36,99.68,72.87,B,24.7,Yes,Yes,Master's,Low,8,8.6
S3994,Emma,Williams,student2994@university.com,Female,20,CS,64.88,66.98,65.28,54.68,81.87,2.55,57.45,87.35,A,27.8,No,No,Bachelor's,Medium,5,6.8
S3995,Ali,Johnson,student2995@university.com,Female,24,CS,72.07,71.23,79.5,55.72,67.53,4.17,78.71,50.89,D,16.3,No,Yes,PhD,Low,9,5.3
S3996,John,Smith,student2996@university.com,Female,24,Mathematics,65.71,72.69,95.06,64.91,84.67,4.08,67.21,69.69,A,11.1,Yes,No,PhD,Medium,3,6.3
S3997,Ahmed,Brown,student2997@university.com,Male,21,Mathematics,68.71,59.89,96.8,91.09,66.81,8.66,69.39,77.82,B,8.0,Yes,No,Master's,Low,6,8.0
S3998,Sara,Jones,student2998@university.com,Male,19,Mathematics,81.03,50.51,50.07,56.73,81.27,7.58,94.54,60.76,B,24.9,No,No,PhD,High,4,7.3
S3999,Liam,Jones,student2999@university.com,Male,20,CS,88.13,86.11,55.71,87.13,62.19,0.58,79.4,53.92,A,18.4,Yes,Yes,PhD,Medium,7,6.5
S4000,Liam,Williams,student3000@university.com,Male,24,CS,86.78,64.0,88.7,64.44,63.35,0.67,87.94,76.98,A,21.9,No,No,Bachelor's,Low,7,5.3
S4001,Sara,Davis,student3001@university.com,Male,20,Business,90.72,70.35,71.1,94.17,53.76,5.51,83.66,81.89,B,9.0,Yes,No,PhD,Medium,5,7.6
S4002,Emma,Smith,student3002@university.com,Female,24,Business,51.61,78.68,67.18,71.42,71.01,4.28,76.45,82.05,B,5.2,Yes,No,Bachelor's,Medium,10,5.6
S4003,Maria,Brown,student3003@university.com,Male,18,CS,52.39,94.58,82.64,58.59,80.91,2.76,89.59,67.83,D,29.2,Yes,No,None,Medium,5,5.7
S4004,Ahmed,Smith,student3004@university.com,Male,19,Business,89.47,82.45,76.12,99.29,89.44,7.93,98.54,61.87,B,25.3,No,No,High School,Medium,4,7.7
S4005,Ahmed,Jones,student3005@university.com,Female,19,Engineering,76.65,42.73,98.24,58.83,90.52,1.29,98.34,61.02,B,15.0,No,No,Bachelor's,Low,9,6.8
S4006,Sara,Smith,student3006@university.com,Female,18,Engineering,78.91,90.31,75.04,78.38,99.62,9.74,89.47,52.03,C,16.4,Yes,No,High School,Medium,7,4.9
S4007,Ali,Brown,student3007@university.com,Male,21,CS,52.63,99.36,67.96,78.46,54.39,0.24,74.37,59.23,C,28.2,Yes,Yes,Bachelor's,Low,6,7.4
S4008,Maria,Davis,student3008@university.com,Male,24,Mathematics,62.77,68.35,72.57,68.64,74.66,1.18,58.16,90.93,C,10.2,Yes,Yes,Bachelor's,Medium,3,5.3
S4009,Ahmed,Williams,student3009@university.com,Female,24,Engineering,81.92,98.18,88.51,97.57,76.07,3.11,52.22,50.15,F,25.1,No,No,Master's,High,5,7.8
S4010,Sara,Johnson,student3010@university.com,Male,24,Engineering,92.96,72.84,76.76,92.19,90.23,5.09,61.57,52.19,F,5.4,No,No,Bachelor's,Low,4,6.4
S4011,Liam,Smith,student3011@university.com,Male,23,Mathematics,95.85,67.58,78.82,91.49,63.32,2.16,67.01,56.35,B,26.9,No,No,PhD,Low,5,7.0
S4012,Ahmed,Johnson,student3012@university.com,Male,23,Business,75.02,59.88,98.29,98.71,53.47,7.36,56.49,71.01,C,19.7,No,No,PhD,Low,2,7.0
S4013,Omar,Jones,student3013@university.com,Female,23,Mathematics,77.27,79.45,77.1,72.86,65.69,3.58,61.24,66.69,D,16.9,No,Yes,Bachelor's,Low,5,4.7
S4014,Maria,Williams,student3014@university.com,Male,23,Business,91.65,53.79,62.82,54.86,99.2,0.39,54.18,58.89,D,22.7,No,No,None,Medium,7,7.3
S4015,Maria,Williams,student3015@university.com,Male,23,Business,76.88,46.3,81.48,88.27,94.97,8.78,76.18,55.55,D,6.7,Yes,Yes,PhD,High,10,8.3
S4016,Omar,Smith,student3016@university.com,Female,18,Mathematics,75.84,41.63,79.57,69.04,69.76,9.44,56.32,96.94,B,9.9,No,Yes,High School,High,10,8.5
S4017,John,Davis,student3017@university.com,Female,19,Business,95.25,57.54,40.83,59.52,93.81,6.19,87.14,95.56,C,15.2,No,No,None,High,3,7.4
S4018,Liam,Williams,student3018@university.com,Female,21,Engineering,89.5,63.75,68.04,74.16,51.64,8.07,66.63,88.59,B,20.4,No,No,High School,High,4,8.8
S4019,Omar,Smith,student3019@university.com,Male,20,CS,95.45,73.12,84.57,96.29,65.71,1.21,83.6,62.6,B,8.6,Yes,No,Bachelor's,Low,1,7.0
S4020,Emma,Smith,student3020@university.com,Female,23,Business,60.91,57.56,69.94,58.57,86.34,2.69,94.13,66.18,D,14.5,Yes,Yes,Bachelor's,High,9,5.3
S4021,Emma,Johnson,student3021@university.com,Male,18,Engineering,76.22,99.04,86.78,92.43,61.07,3.25,54.3,83.29,C,11.5,Yes,Yes,Bachelor's,High,3,7.3
S4022,Sara,Williams,student3022@university.com,Female,24,Mathematics,92.12,57.5,67.05,70.91,59.92,9.61,99.45,64.58,F,21.1,Yes,Yes,PhD,High,10,8.5
S4023,Maria,Smith,student3023@university.com,Male,21,Business,55.56,66.46,99.0,56.84,93.09,5.12,82.26,76.53,A,28.0,Yes,Yes,None,Low,6,5.8
S4024,John,Johnson,student3024@university.com,Female,21,Engineering,89.73,46.2,57.57,92.42,80.8,0.07,52.67,82.56,B,9.1,Yes,No,High School,Low,1,5.3
S4025,John,Brown,student3025@university.com,Male,21,Business,59.15,55.64,45.53,98.48,99.45,3.8,65.7,75.96,C,9.7,Yes,No,Master's,Medium,5,8.8
